mhc_case_id,functionality,text,label,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,gender_male,gender_female,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
thai-124,target_group_nh,เราควรสนับสนุนผู้พิการให้เท่าเทียม,0,disabled people,,,18,เราควรสนับสนุน[IDENT_P]ให้เท่าเทียม,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-125,target_group_nh,เราควรสนับสนุนชาวมุสลิมให้เท่าเทียม,0,Muslims,,,18,เราควรสนับสนุน[IDENT_P]ให้เท่าเทียม,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-126,target_group_nh,เราควรสนับสนุนผู้ลี้ภัยให้เท่าเทียม,0,refugees,,,18,เราควรสนับสนุน[IDENT_P]ให้เท่าเทียม,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-127,target_indiv_nh,เขาเป็นผู้หญิงแต่เขาใจดีมาก,0,women,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-128,target_indiv_nh,เขาเป็นคนข้ามเพศแต่เขาใจดีมาก,0,trans people,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-129,target_indiv_nh,เขาเป็นเกย์แต่เขาใจดีมาก,0,gay people,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-130,target_indiv_nh,เขาเป็นคนผิวดำแต่เขาใจดีมาก,0,black people,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-131,target_indiv_nh,เขาเป็นผู้พิการแต่เขาใจดีมาก,0,disabled people,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-132,target_indiv_nh,เขาเป็นชาวมุสลิมแต่เขาใจดีมาก,0,Muslims,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-133,target_indiv_nh,เขาเป็นผู้ลี้ภัยแต่เขาใจดีมาก,0,refugees,,,19,เขาเป็น[IDENT_P]แต่เขาใจดีมาก,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-134,target_obj_nh,บริการสำหรับผู้หญิง,0,women,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-135,target_obj_nh,บริการสำหรับคนข้ามเพศ,0,trans people,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-136,target_obj_nh,บริการสำหรับเกย์,0,gay people,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-137,target_obj_nh,บริการสำหรับคนผิวดำ,0,black people,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-138,target_obj_nh,บริการสำหรับผู้พิการ,0,disabled people,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-139,target_obj_nh,บริการสำหรับชาวมุสลิม,0,Muslims,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-140,target_obj_nh,บริการสำหรับผู้ลี้ภัย,0,refugees,,,20,บริการสำหรับ[IDENT_P],0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-141,counter_ref_nh,ข้อความแบบนี้เหยียดผู้หญิง หยุดได้แล้ว,0,women,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-142,counter_ref_nh,ข้อความแบบนี้เหยียดคนข้ามเพศ หยุดได้แล้ว,0,trans people,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-143,counter_ref_nh,ข้อความแบบนี้เหยียดเกย์ หยุดได้แล้ว,0,gay people,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-144,counter_ref_nh,ข้อความแบบนี้เหยียดคนผิวดำ หยุดได้แล้ว,0,black people,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-145,counter_ref_nh,ข้อความแบบนี้เหยียดผู้พิการ หยุดได้แล้ว,0,disabled people,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-146,counter_ref_nh,ข้อความแบบนี้เหยียดชาวมุสลิม หยุดได้แล้ว,0,Muslims,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-147,counter_ref_nh,ข้อความแบบนี้เหยียดผู้ลี้ภัย หยุดได้แล้ว,0,refugees,,,21,ข้อความแบบนี้เหยียด[IDENT_P] หยุดได้แล้ว,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-148,counter_quote_nh,ประโยคว่า 'ผู้หญิง โง่' เป็นการเหยียด ไม่ยอมรับ,0,women,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-149,counter_quote_nh,ประโยคว่า 'คนข้ามเพศ โง่' เป็นการเหยียด ไม่ยอมรับ,0,trans people,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-150,counter_quote_nh,ประโยคว่า 'เกย์ โง่' เป็นการเหยียด ไม่ยอมรับ,0,gay people,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-151,counter_quote_nh,ประโยคว่า 'คนผิวดำ โง่' เป็นการเหยียด ไม่ยอมรับ,0,black people,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-152,counter_quote_nh,ประโยคว่า 'ผู้พิการ โง่' เป็นการเหยียด ไม่ยอมรับ,0,disabled people,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-153,counter_quote_nh,ประโยคว่า 'ชาวมุสลิม โง่' เป็นการเหยียด ไม่ยอมรับ,0,Muslims,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-154,counter_quote_nh,ประโยคว่า 'ผู้ลี้ภัย โง่' เป็นการเหยียด ไม่ยอมรับ,0,refugees,,,22,ประโยคว่า '[IDENT_P] โง่' เป็นการเหยียด ไม่ยอมรับ,0,0,"['non-hateful','non-hateful','non-hateful']",non-hateful,False,False
thai-155,threat_dir_h,ฉันจะทำร้ายผู้หญิงให้สาสม,1,women,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-156,threat_dir_h,ฉันจะทำร้ายคนข้ามเพศให้สาสม,1,trans people,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-157,threat_dir_h,ฉันจะทำร้ายเกย์ให้สาสม,1,gay people,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-158,threat_dir_h,ฉันจะทำร้ายคนผิวดำให้สาสม,1,black people,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-159,threat_dir_h,ฉันจะทำร้ายผู้พิการให้สาสม,1,disabled people,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-160,threat_dir_h,ฉันจะทำร้ายชาวมุสลิมให้สาสม,1,Muslims,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-161,threat_dir_h,ฉันจะทำร้ายผู้ลี้ภัยให้สาสม,1,refugees,,,23,ฉันจะทำร้าย[IDENT_P]ให้สาสม,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-162,threat_norm_h,ควรทำร้ายผู้หญิงให้หมด,1,women,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-163,threat_norm_h,ควรทำร้ายคนข้ามเพศให้หมด,1,trans people,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-164,threat_norm_h,ควรทำร้ายเกย์ให้หมด,1,gay people,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-165,threat_norm_h,ควรทำร้ายคนผิวดำให้หมด,1,black people,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-166,threat_norm_h,ควรทำร้ายผู้พิการให้หมด,1,disabled people,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-167,threat_norm_h,ควรทำร้ายชาวมุสลิมให้หมด,1,Muslims,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-168,threat_norm_h,ควรทำร้ายผู้ลี้ภัยให้หมด,1,refugees,,,24,ควรทำร้าย[IDENT_P]ให้หมด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-169,spell_space_add_h,ฉ ั น เ ก ล ี ย ด ผ ู ้ ห ญ ิ ง ท ี ่ ส ุ ด ,1,women,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-170,spell_space_add_h,ฉ ั น เ ก ล ี ย ด ค น ข ้ า ม เ พ ศ ท ี ่ ส ุ ด ,1,trans people,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-171,spell_space_add_h,ฉ ั น เ ก ล ี ย ด เ ก ย ์ ท ี ่ ส ุ ด ,1,gay people,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-172,spell_space_add_h,ฉ ั น เ ก ล ี ย ด ค น ผ ิ ว ด ำ ท ี ่ ส ุ ด ,1,black people,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-173,spell_space_add_h,ฉ ั น เ ก ล ี ย ด ผ ู ้ พ ิ ก า ร ท ี ่ ส ุ ด ,1,disabled people,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-174,spell_space_add_h,ฉ ั น เ ก ล ี ย ด ช า ว ม ุ ส ล ิ ม ท ี ่ ส ุ ด ,1,Muslims,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-175,spell_space_add_h,ฉ ั น เ ก ล ี ย ด ผ ู ้ ล ี ้ ภ ั ย ท ี ่ ส ุ ด ,1,refugees,,,25,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-176,spell_space_del_h,ฉันเกลียดผู้หญิงที่สุด,1,women,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-177,spell_space_del_h,ฉันเกลียดคนข้ามเพศที่สุด,1,trans people,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-178,spell_space_del_h,ฉันเกลียดเกย์ที่สุด,1,gay people,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-179,spell_space_del_h,ฉันเกลียดคนผิวดำที่สุด,1,black people,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-180,spell_space_del_h,ฉันเกลียดผู้พิการที่สุด,1,disabled people,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-181,spell_space_del_h,ฉันเกลียดชาวมุสลิมที่สุด,1,Muslims,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-182,spell_space_del_h,ฉันเกลียดผู้ลี้ภัยที่สุด,1,refugees,,,26,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-183,spell_char_del_h,ฉันเกียดผู้หญิงที่สุ,1,women,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-184,spell_char_del_h,ฉันกลียดนข้ามเพศที่สุด,1,trans people,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-185,spell_char_del_h,ฉันเกลียดกย์ที่สุด,1,gay people,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-186,spell_char_del_h,ฉันเกลียดคนผิวที่สุด,1,black people,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-187,spell_char_del_h,ฉันเลียดผู้พิกรที่สุด,1,disabled people,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-188,spell_char_del_h,ฉันเกลียดชวมุสลิมี่สุด,1,Muslims,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-189,spell_char_del_h,ฉันเกลดผู้ลี้ภัยที่สุด,1,refugees,,,27,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-190,spell_char_swap_h,ฉันเกลียผดู้หญิงที่สุด,1,women,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-191,spell_char_swap_h,ฉันเกลียดคนข้ามเศพที่สุด,1,trans people,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-192,spell_char_swap_h,ฉันเกีลยดเกย์ที่สุด,1,gay people,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-193,spell_char_swap_h,ฉันเกลียดคนผิวดำีท่สุด,1,black people,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-194,spell_char_swap_h,ฉันกเลียดผู้พิการที่สุด,1,disabled people,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-195,spell_char_swap_h,ฉันเกลียดชาวมุสลิมทีสุ่ด,1,Muslims,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-196,spell_char_swap_h,ฉันเกลียดูผ้ลี้ภัยที่สุด,1,refugees,,,28,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-197,spell_leet_h,ฉันเ ก ลี ย ดผู้หญิงที่สุด,1,women,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-198,spell_leet_h,ฉันเ ก ลี ย ดคนข้ามเพศที่สุด,1,trans people,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-199,spell_leet_h,ฉันเ ก ลี ย ดเกย์ที่สุด,1,gay people,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-200,spell_leet_h,ฉันเ ก ลี ย ดคนผิวดำที่สุด,1,black people,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-201,spell_leet_h,ฉันเ ก ลี ย ดผู้พิการที่สุด,1,disabled people,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-202,spell_leet_h,ฉันเ ก ลี ย ดชาวมุสลิมที่สุด,1,Muslims,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-203,spell_leet_h,ฉันเ ก ลี ย ดผู้ลี้ภัยที่สุด,1,refugees,,,29,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-204,spell_space_add_h,ฉัน​เก​ลียดผู​้หญิ​ง​ที​่สุด,1,women,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-205,spell_space_add_h,ฉ​ันเ​กลียดคนข้ามเพ​ศ​ท​ี่ส​ุด​,1,trans people,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-206,spell_space_add_h,ฉ​ั​น​เก​ลียดเก​ย์ท​ี่สุด​,1,gay people,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-207,spell_space_add_h,ฉัน​เกล​ี​ยด​ค​นผิ​วดำ​ที่​ส​ุด​,1,black people,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-208,spell_space_add_h,ฉันเก​ล​ียดผ​ู้พิกา​ร​ท​ี่​ส​ุ​ด,1,disabled people,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-209,spell_space_add_h,ฉัน​เกล​ี​ยดชาวม​ุ​สลิ​ม​ที​่​ส​ุด,1,Muslims,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
thai-210,spell_space_add_h,ฉัน​เกล​ียด​ผ​ู​้​ล​ี้ภ​ัยที่สุ​ด,1,refugees,,,30,ฉันเกลียด[IDENT_P]ที่สุด,0,0,"['hateful','hateful','hateful']",hateful,False,False
