text,label
视频推荐：关于前端开发,0
不要和穆斯林打交道，都是自私的,1
这里怎么这么多回族人？环境变差了,1
东北人的人都不守规矩，不能信任,1
推荐一个好吃的奶茶店，在贵阳,0
佛山有什么好玩的地方？,0
在厦门发现了一家不错的馄饨店,0
推荐一个好吃的馒头店，在福州,0
为什么河南人这么懒惰？太没教养,1
刚看了一部关于JavaScript的电影，很不错,0
广东人就知道偷东西，太讨厌了,1
南方人的人都不讲卫生，真让人讨厌,1
海口的汉堡真的很不错,0
电影的发展前景怎么样？,0
5G真的容易上手,0
对大数据有兴趣的朋友可以交流一下,0
推荐一个好吃的炒饭店，在汕头,0
请教一下Go语言的问题,0
为什么穆斯林这么愚蠢？不文明,1
推荐一个好吃的烤肉店，在江门,0
广东人根本不配和我们一样,1
推荐一个好吃的锅贴店，在我们城市,0
新疆人就知道闹事，太粗鲁了,1
推荐前端开发相关的文章,0
南方人就知道插队，太野蛮了,1
遇到穆斯林一定要小心，他们会大声喧哗,1
关于配音，我有些这个怎么用,0
外来务工者就知道乱扔垃圾，太狡猾了,1
上海人就知道闹事，太自私了,1
长沙有什么好玩的地方？,0
为什么农村人这么野蛮？素质太差了,1
推荐Go语言相关的纪录片,0
周末想去昆明玩，有人一起吗？,0
那些东北人都是讨厌,1
关于PPT制作，我有些有经验吗,0
关于写作，我有些有必要吗,0
最近在学演讲，有什么建议吗？,0
不要和打工的打交道，都是没教养的,1
大家觉得旅游怎么样？,0
穆斯林的人都不讲卫生，不能信任,1
武汉的寿司真的很不错,0
千万别找新疆人，不靠谱,0
新疆人滚出北京！,1
北方人真野蛮，大声喧哗,1
千万别找打工的，会被骗,0
遇到广东人一定要小心，他们会乱扔垃圾,1
今天尝试了散步，感觉需要耐心,0
广东人就知道插队，太没教养了,1
千万别找外地人，素质差,1
农村人就知道欺负人，太贪婪了,1
广东人真粗鲁，欺负人,1
吃饭的时候要注意什么？,0
城市人真恶心，破坏秩序,1
分享一个美食的小技巧,0
城市人滚出银川！,0
推荐一个好吃的意面店，在成都,0
打工的就知道欺负人，太愚蠢了,1
关于钢琴，我有些如何入门,0
在贵阳发现了一家不错的粤菜店,0
周末计划去购物,0
惠州的炒饭真的很不错,0
我最讨厌农村人，他们骗人,1
外来务工者滚出厦门！,1
推荐一个好吃的炒饭店，在惠州,0
打工的就知道破坏秩序，太肮脏了,1
东莞的煎饼真的很不错,0
运营真的循序渐进,0
想问一下大家怎么看，有经验的朋友帮忙解答,0
东北人滚出福州！,1
分享一下Rust的经验,0
河南人的人都没素质，素质堪忧,1
我最讨厌南方人，他们没素质,1
推荐一个好吃的煲仔饭店，在北京,0
今天尝试了瑜伽，感觉需要耐心,0
天津旅游攻略分享,0
新疆人真讨厌，破坏秩序,1
为什么南方人这么低素质？素质太差了,1
在厦门发现了一家不错的锅贴店,0
请教一下人工智能的问题,0
野餐真的很有意思，推荐大家试试,0
在厦门发现了一家不错的麻辣烫店,0
电影推荐：关于物联网,0
那些穆斯林都是粗鲁,1
美食真的容易上手,0
本地的咖啡真的很不错,0
关于辩论，我有些需要基础吗,0
关于机器学习，我觉得门槛不高,0
今天学到了学习方法，分享给大家,0
推荐一个好吃的饺子店，在福州,0
跳舞爱好者进来交流,0
不要和打工的打交道，都是自私的,0
今天尝试了瑜伽，感觉容易上手,0
不要和东北人打交道，都是不文明的,1
农村人就知道偷东西，太懒惰了,1
分享一个电影的小技巧,0
机器学习真的值得尝试,0
回族人就知道闹事，太愚蠢了,1
推荐一个好吃的炒饭店，在苏州,0
刚看了一部关于设计的视频，很不错,0
东北人的人都骗人，真让人讨厌,1
今天尝试了游泳，感觉循序渐进,0
今天尝试了购物，感觉容易上手,0
陶艺学习心得分享，大家可以参考,0
穆斯林真野蛮，乱扔垃圾,1
读书真的需要持续学习,0
物联网真的需要坚持,0
东北人真愚蠢，破坏秩序,1
关于区块链，我觉得很有挑战,0
我最讨厌城市人，他们没素质,1
东北人真没教养，乱扔垃圾,1
那些北方人都是自私,1
南方人就知道破坏秩序，太低素质了,1
在郑州发现了一家不错的意面店,0
外来务工者真愚蠢，偷东西,1
关于5G，我觉得容易上手,0
回族人真低素质，插队,1
打网球真的很有意思，推荐大家试试,0
有人去过福州吗？怎么样？,0
踢足球真的很有意思，推荐大家试试,0
维族人就知道乱扔垃圾，太懒惰了,1
三亚的鲁菜真的很不错,0
今天尝试了骑车，感觉值得投资时间,0
广东人真恶心，乱扔垃圾,1
推荐游戏开发相关的电影,0
我们城市的披萨真的很不错,0
为什么北方人这么愚蠢？没素质,1
不要和打工的打交道，都是贪婪的,1
城市人真恶心，偷东西,1
东北人真不文明，骗人,1
编程真的需要持续学习,0
河南人真讨厌，欺负人,1
关于钢琴，我有些这个怎么用,0
城市人就知道偷东西，太肮脏了,1
湛江的披萨真的很不错,0
那些外来务工者都是粗鲁,1
推荐后端开发相关的书,0
推荐一个好吃的麻辣烫店，在苏州,0
那些打工的都是肮脏,1
所有农村人都应该别来,1
想问一下怎么选择，有经验的朋友帮忙解答,0
推荐美食相关的电影,0
外来务工者真贪婪，插队,1
外来务工者真野蛮，闹事,1
推荐一个好吃的粥店，在青岛,0
今天尝试了瑜伽，感觉竞争激烈,0
打工的真低素质，大声喧哗,1
那些新疆人都是自私,1
新疆人滚出广州！,1
上海人真自私，随地吐痰,1
为什么回族人这么不文明？不文明,1
请教一下创业的问题,0
今天尝试了打篮球，感觉前景广阔,0
北方人凭什么来这里工作？他们爱占便宜,1
关于陶艺，我有些哪里可以学,0
关于插花，我有些靠谱吗,0
城市人滚出大连！,1
请教一下AR/VR的问题,0
遇到打工的一定要小心，他们会骗人,1
那些打工的都是自私,1
那些新疆人都是愚蠢,1
推荐一个好吃的寿司店，在深圳,0
维族人的人都没素质，太过分了,1
关于运营，我觉得值得投资时间,0
今天尝试了逛街，感觉循序渐进,0
推荐一个好吃的盖浇饭店，在郑州,0
摄影真的很有挑战,0
打工的的人都没素质，真让人讨厌,1
今天尝试了打篮球，感觉收益可观,0
回族人就知道乱扔垃圾，太贪婪了,1
河南人凭什么来这里工作？他们爱撒谎,1
小龙虾怎么做才好吃？,0
外来务工者的人都爱占便宜，不能信任,1
南方人就知道占便宜，太自私了,1
刚看了一部关于电影的文章，很不错,0
那些南方人都是粗鲁,1
北方人的人都爱占便宜，真让人讨厌,1
城市人的人都说话大声，太过分了,0
刚看了一部关于物联网的电影，很不错,0
不要和维族人打交道，都是粗鲁的,1
清远的麻辣烫真的很不错,0
请问有必要吗？谢谢大家,0
维族人滚出东莞！,1
主持学习心得分享，大家可以参考,0
有没有人了解旅游？,0
北方人就知道占便宜，太自私了,1
推荐创业相关的电影,0
周末想去三亚玩，有人一起吗？,0
外地人真野蛮，乱扔垃圾,1
今天尝试了看电影，感觉需要坚持,0
为什么城市人这么野蛮？没素质,1
关于旅游，我觉得容易上手,0
外来务工者凭什么来这里工作？他们爱占便宜,1
在上海发现了一家不错的湘菜店,0
城市人滚出西安！,0
南方人的人都说话大声，不能信任,1
为什么回族人这么粗鲁？太没教养,1
刚看了一部关于绘画的视频，很不错,0
关于做饭，我有些大家怎么看,0
广东人就知道破坏秩序，太低素质了,1
南方人就知道破坏秩序，太粗鲁了,1
河南人滚出济南！,0
最近对健身很感兴趣,0
那些回族人都是自私,1
我最讨厌南方人，他们不守规矩,1
乌鲁木齐的包子真的很不错,0
外地人就知道欺负人，太自私了,1
刚看了一部关于前端开发的书，很不错,0
穆斯林凭什么来这里工作？他们爱撒谎,1
为什么维族人这么懒惰？不文明,1
维族人真恶心，闹事,1
遇到打工的一定要小心，他们会乱扔垃圾,1
广东人真贪婪，占便宜,1
在济南发现了一家不错的拉面店,0
今天尝试了逛街，感觉门槛不高,0
创业真的值得尝试,0
在成都发现了一家不错的小龙虾店,0
打工的真肮脏，占便宜,1
穆斯林的人都没文化，太过分了,1
关于创业，我觉得值得投资时间,0
打工的真自私，大声喧哗,1
文章推荐：关于区块链,0
厦门的川菜真的很不错,0
我最讨厌打工的，他们爱吵架,1
维族人的人都骗人，不能信任,1
为什么维族人这么没教养？不文明,1
有没有人了解5G？,0
最近Java很火，有了解的吗？,0
为什么回族人这么懒惰？不文明,1
上海人真懒惰，随地吐痰,1
关于茶艺，我有些值得投资吗,0
关于AI设计，我有些能赚钱吗,0
在兰州发现了一家不错的生煎店,0
推荐一个好吃的海鲜店，在中山,0
佛山的小龙虾真的很不错,0
最近在学表演，有什么建议吗？,0
为什么回族人这么自私？素质太差了,1
外地人真恶心，随地吐痰,1
南方人就知道乱扔垃圾，太不文明了,1
回族人真粗鲁，随地吐痰,1
刚看了一部关于数据分析的电影，很不错,0
推荐一个好吃的西餐店，在深圳,0
回族人滚出惠州！,1
设计的发展前景怎么样？,0
又是河南人，都这样,0
外地人滚出厦门！,1
南方人的人都偷东西，素质堪忧,1
肇庆的拉面真的很不错,0
关于咖啡拉花，我有些哪个更好,0
今天天气真好，适合聚会,0
回族人就知道占便宜，太肮脏了,1
关于创业，我觉得很有挑战,0
新疆人真没教养，骗人,1
维族人的人都不守规矩，素质堪忧,1
城市人就知道大声喧哗，太粗鲁了,1
在武汉发现了一家不错的面条店,0
区块链确实值得深入研究,0
农村人真没教养，偷东西,1
今天尝试了踢足球，感觉很有意思,0
今天尝试了滑雪，感觉循序渐进,0
河南人就知道插队，太懒惰了,1
运营入门指南推荐,0
上海人真粗鲁，乱扔垃圾,1
千万别找穆斯林，爱占便宜,1
推荐一个好吃的油条店，在兰州,0
在长沙发现了一家不错的小龙虾店,0
北方人就知道插队，太自私了,1
那些北方人都是低素质,1
跑马拉松爱好者进来交流,0
书推荐：关于运营,0
今天尝试了游泳，感觉很有挑战,0
散步真的很有意思，推荐大家试试,0
关于Rust，我觉得容易上手,0
外地人滚出青岛！,1
关于市场营销，我觉得门槛不高,0
推荐编程相关的书,0
推荐物联网相关的纪录片,0
在昆明发现了一家不错的牛排店,0
关于PS，我有些这个怎么用,0
河南人就知道乱扔垃圾，太讨厌了,1
为什么打工的这么不文明？太没教养,1
推荐JavaScript相关的视频,0
关于做饭，我有些有什么推荐,0
北方人滚出汕头！,0
苏州的火锅真的很不错,0
上海的咖啡真的很不错,0
有没有人了解Java？,0
这里怎么这么多回族人？真倒霉,0
为什么南方人这么狡猾？太没教养,1
南方人的人都骗人，真让人讨厌,1
关于剪纸，我有些需要注意什么,0
关于视频剪辑，我有些有教程吗,0
在三亚发现了一家不错的麻辣烫店,0
视频推荐：关于电影,0
外来务工者真狡猾，闹事,1
文章推荐：关于AR/VR,0
青岛有什么好玩的地方？,0
那些回族人都是恶心,1
为什么打工的这么不文明？没素质,1
外来务工者真不文明，偷东西,1
在惠州发现了一家不错的粤菜店,0
今天尝试了购物，感觉循序渐进,0
河南人的人都爱吵架，素质堪忧,1
河南人滚出东莞！,0
外来务工者就知道随地吐痰，太低素质了,1
为什么河南人这么自私？不文明,1
河南人就知道欺负人，太贪婪了,1
书推荐：关于市场营销,0
这里怎么这么多新疆人？素质下降,1
外来务工者就知道骗人，太肮脏了,1
打工的的人都偷东西，素质堪忧,1
移动开发真的竞争激烈,0
今天天气真好，适合骑车,0
关于AR/VR，我觉得需要耐心,0
新疆人就知道随地吐痰，太狡猾了,1
推荐一个好吃的意面店，在江门,0
城市人真自私，随地吐痰,1
为什么穆斯林这么狡猾？太没教养,1
这里怎么这么多打工的？素质下降,1
南方人的人都不讲卫生，太过分了,1
为什么城市人这么肮脏？素质太差了,1
关于表演，我有些适合新手吗,0
读书真的门槛不高,0
广东人就知道乱扔垃圾，太没教养了,1
新疆人真愚蠢，插队,1
回族人真不文明，欺负人,1
北方人的人都骗人，太过分了,1
刚看了一部关于云计算的视频，很不错,0
农村人就知道乱扔垃圾，太懒惰了,1
北方人就知道插队，太讨厌了,1
穆斯林真没教养，破坏秩序,1
城市人就知道骗人，太野蛮了,1
农村人滚出武汉！,1
那些城市人都是愚蠢,1
今天尝试了下棋，感觉前景广阔,0
厦门的意面真的很不错,0
珠海有什么好玩的地方？,0
关于篆刻，我有些需要基础吗,0
穆斯林真贪婪，破坏秩序,1
这里有什么好玩的地方？,0
AI设计学习心得分享，大家可以参考,0
关于写作，我觉得循序渐进,0
今天尝试了吃饭，感觉竞争激烈,0
河南人就知道插队，太不文明了,1
这里怎么这么多河南人？太吵了,0
为什么广东人这么肮脏？没素质,1
书推荐：关于Java,0
关于AR/VR，我觉得很有挑战,0
外来务工者就知道占便宜，太狡猾了,1
为什么维族人这么愚蠢？不文明,1
不要和回族人打交道，都是野蛮的,1
在济南发现了一家不错的油条店,0
农村人的人都说话大声，素质堪忧,0
不要和南方人打交道，都是肮脏的,1
美食真的需要坚持,0
在汕头发现了一家不错的寿司店,0
维族人真狡猾，随地吐痰,1
新疆人真野蛮，欺负人,1
上海人就知道大声喧哗，太懒惰了,1
最近在学Excel，有什么建议吗？,0
穆斯林根本不配在这里,1
表演学习心得分享，大家可以参考,0
农村人滚出南京！,1
外来务工者就知道插队，太懒惰了,1
兰州的川菜真的很不错,0
广东人凭什么来这里工作？他们骗人,1
周末想去广州玩，有人一起吗？,0
在西安发现了一家不错的意面店,0
城市人就知道乱扔垃圾，太肮脏了,1
推荐健身相关的书,0
杭州的小龙虾真的很不错,0
广东人真肮脏，占便宜,1
为什么北方人这么自私？不文明,1
维族人真不文明，随地吐痰,1
在这里发现了一家不错的小龙虾店,0
有人一起学西班牙语吗？,0
长沙的煎饼真的很不错,0
城市人滚出北京！,0
上海人真懒惰，闹事,1
回族人真野蛮，骗人,1
推荐一个好吃的烧烤店，在深圳,0
书推荐：关于健身,0
新疆人的人都爱吵架，不能信任,1
聚会的时候要注意什么？,0
为什么广东人这么没教养？不文明,1
推荐一个好吃的粤菜店，在三亚,0
不要和打工的打交道，都是恶心的,1
周末计划去瑜伽,0
关于魔术，我有些费用如何,0
关于钢琴，我有些有经验吗,0
中山有什么好玩的地方？,0
在杭州发现了一家不错的炒饭店,0
推荐一个好吃的面条店，在天津,0
那些农村人都是懒惰,1
周末计划去唱歌,0
遇到外地人一定要小心，他们会插队,1
城市人滚出昆明！,0
游泳的时候要注意什么？,0
回族人的人都偷东西，真让人讨厌,1
健身真的需要坚持,0
关于Java，我觉得很有挑战,0
广东人滚出江门！,1
最近在学茶艺，有什么建议吗？,0
广州的小龙虾真的很不错,0
那些南方人都是不文明,1
河南人真没教养，占便宜,1
回族人真野蛮，破坏秩序,1
外地人滚出广州！,1
回族人就知道欺负人，太没教养了,1
我最讨厌打工的，他们不讲卫生,1
广东人滚出中山！,0
在三亚发现了一家不错的鲁菜店,0
推荐一个好吃的奶茶店，在银川,0
为什么城市人这么贪婪？没素质,1
打工的就知道偷东西，太愚蠢了,1
广州的煲仔饭真的很不错,0
在郑州发现了一家不错的生煎店,0
遇到穆斯林一定要小心，他们会偷东西,1
湛江有什么好玩的地方？,0
广东人真讨厌，占便宜,1
维族人滚出青岛！,1
推荐一个好吃的湘菜店，在东莞,0
想问一下多久能学会，有经验的朋友帮忙解答,0
汕头的生煎真的很不错,0
上海人滚出广州！,1
推荐一个好吃的煲仔饭店，在广州,0
千万别找维族人，爱占便宜,1
为什么回族人这么肮脏？太没教养,1
上海人真恶心，闹事,1
不要和外地人打交道，都是讨厌的,1
在武汉发现了一家不错的炒饭店,0
推荐一个好吃的包子店，在贵阳,0
在昆明发现了一家不错的麻辣烫店,0
城市人真贪婪，占便宜,1
今天尝试了踢足球，感觉门槛不高,0
外地人滚出肇庆！,1
刚看了一部关于Rust的纪录片，很不错,0
回族人凭什么来这里工作？他们不讲卫生,1
我最讨厌上海人，他们不守规矩,1
广东人滚出深圳！,1
东北人真肮脏，骗人,1
上海人真不文明，大声喧哗,1
在广州发现了一家不错的粤菜店,0
关于演讲，我有些如何入门,0
外来务工者凭什么来这里工作？他们不守规矩,1
最近摄影很火，有了解的吗？,0
珠海的甜点真的很不错,0
JavaScript入门指南推荐,0
穆斯林真懒惰，欺负人,1
遇到穆斯林一定要小心，他们会乱扔垃圾,1
穆斯林真粗鲁，偷东西,1
回族人真野蛮，插队,1
新疆人真低素质，欺负人,1
所有外来务工者都应该管好自己,0
这里怎么这么多外地人？环境变差了,1
农村人真愚蠢，大声喧哗,1
天津的小龙虾真的很不错,0
关于PS，我有些靠谱吗,0
今天尝试了看电影，感觉门槛不高,0
河南人的人都没素质，真让人讨厌,1
运营真的值得尝试,0
维族人滚出贵阳！,1
为什么南方人这么不文明？素质太差了,1
上海人真低素质，乱扔垃圾,1
有人去过大连吗？怎么样？,0
推荐一个好吃的牛排店，在大连,0
千万别找东北人，不靠谱,0
广东人滚出上海！,1
关于画画，我有些怎么选择,0
外来务工者的人都爱吵架，真让人讨厌,1
济南的寿司真的很不错,0
刚看了一部关于绘画的书，很不错,0
遇到上海人一定要小心，他们会占便宜,0
拉萨的牛排真的很不错,0
为什么南方人这么粗鲁？不文明,1
城市人就知道占便宜，太贪婪了,1
推荐一个好吃的烤鱼店，在武汉,0
对Python有兴趣的朋友可以交流一下,0
关于Python，我觉得很有前途,0
广东人凭什么来这里工作？他们没素质,1
关于写作，我觉得很有挑战,0
外地人凭什么来这里工作？他们不讲卫生,1
云计算真的需要持续学习,0
在惠州发现了一家不错的小龙虾店,0
想问一下有必要吗，有经验的朋友帮忙解答,0
分享一下绘画的经验,0
穆斯林就知道占便宜，太自私了,1
关于美食，我觉得需要坚持,0
新疆人的人都不讲卫生，真让人讨厌,1
广东人就知道随地吐痰，太没教养了,1
外地人就知道破坏秩序，太不文明了,1
关于AI设计，我有些怎么选择,0
上海人就知道乱扔垃圾，太不文明了,1
城市人就知道随地吐痰，太肮脏了,1
为什么回族人这么野蛮？不文明,1
推荐一个好吃的麻辣烫店，在江门,0
我最讨厌外来务工者，他们骗人,1
为什么维族人这么粗鲁？素质太差了,1
外地人就知道大声喧哗，太野蛮了,1
纪录片推荐：关于创业,0
为什么外地人这么懒惰？不文明,1
关于3D建模，我有些效果好吗,0
回族人真讨厌，乱扔垃圾,1
河南人真讨厌，闹事,1
想问一下有什么推荐，有经验的朋友帮忙解答,0
南方人真狡猾，偷东西,1
成都的汉堡真的很不错,0
湛江的烧烤真的很不错,0
农村人滚出东莞！,1
Java真的很有意思,0
遇到南方人一定要小心，他们会乱扔垃圾,1
周末想去佛山玩，有人一起吗？,0
为什么打工的这么粗鲁？没素质,1
青岛的煲仔饭真的很不错,0
在珠海发现了一家不错的饺子店,0
刚看了一部关于云计算的纪录片，很不错,0
分享一下产品经理的经验,0
那些南方人都是懒惰,1
关于深度学习，我觉得值得尝试,0
在江门发现了一家不错的小龙虾店,0
对运营有兴趣的朋友可以交流一下,0
外来务工者就知道大声喧哗，太懒惰了,1
推荐一个好吃的咖啡店，在西安,0
关于篆刻，我有些大家怎么看,0
遇到外地人一定要小心，他们会大声喧哗,1
周末计划去聚会,0
推荐一个好吃的烤鱼店，在海口,0
今天尝试了徒步，感觉循序渐进,0
那些外来务工者都是懒惰,1
河南人真粗鲁，闹事,1
物联网确实值得深入研究,0
打工的就知道骗人，太讨厌了,1
重庆有什么好玩的地方？,0
在清远发现了一家不错的烤肉店,0
那些新疆人都是贪婪,1
那些广东人都是自私,1
书推荐：关于编程,0
河南人滚出苏州！,0
南方人根本不配享受这些,0
回族人就知道随地吐痰，太恶心了,1
学习配音遇到了问题，求助,0
刚看了一部关于美食的纪录片，很不错,0
昆明的披萨真的很不错,0
关于Java，我觉得收益可观,0
北京的鲁菜真的很不错,0
关于Java，我觉得需要持续学习,0
所有北方人都应该离开,0
为什么穆斯林这么狡猾？不文明,1
关于书法，我有些大家怎么看,0
又是上海人，都这样,0
关于后端开发，我觉得门槛不高,0
我最讨厌回族人，他们说话大声,1
城市人的人都说话大声，真让人讨厌,0
推荐区块链相关的视频,0
推荐一个好吃的包子店，在中山,0
感谢大家的建议，关于大数据,0
请教一下Rust的问题,0
推荐AR/VR相关的书,0
又是新疆人，都这样,0
福州的牛排真的很不错,0
今天尝试了游泳，感觉门槛不高,0
穆斯林就知道大声喧哗，太贪婪了,1
外地人就知道大声喧哗，太恶心了,1
遇到穆斯林一定要小心，他们会欺负人,1
分享一下设计的经验,0
维族人就知道占便宜，太粗鲁了,1
打工的滚出汕头！,1
上海人真讨厌，占便宜,1
农村人真粗鲁，大声喧哗,1
关于Python，我觉得很有意思,0
维族人就知道插队，太狡猾了,1
农村人滚出惠州！,1
今天尝试了跑步，感觉容易上手,0
关于摄影，我有些靠谱吗,0
关于PPT制作，我有些适合新手吗,0
为什么城市人这么低素质？没素质,1
南方人就知道闹事，太不文明了,1
新疆人就知道占便宜，太恶心了,1
北方人凭什么来这里工作？他们偷东西,1
深度学习真的需要基础,0
对电影有兴趣的朋友可以交流一下,0
外来务工者真恶心，骗人,1
回族人凭什么来这里工作？他们没素质,1
穆斯林就知道大声喧哗，太不文明了,1
爬山爱好者进来交流,0
关于Python，我觉得循序渐进,0
北方人滚出武汉！,0
在清远发现了一家不错的烤鱼店,0
东北人滚出厦门！,0
关于运营，我觉得门槛不高,0
滑雪真的很有意思，推荐大家试试,0
回族人真不文明，插队,1
关于小提琴，我有些要多长时间,0
周末想去长沙玩，有人一起吗？,0
物联网的发展前景怎么样？,0
纪录片推荐：关于健身,0
为什么外地人这么懒惰？没素质,1
在三亚发现了一家不错的日料店,0
为什么外来务工者这么恶心？太没教养,1
城市人滚出湛江！,0
又是北方人，又在搞破坏,1
关于移动开发，我觉得值得尝试,0
推荐深度学习相关的书,0
城市人就知道闹事，太低素质了,1
Rust真的值得尝试,0
在肇庆发现了一家不错的披萨店,0
新疆人就知道大声喧哗，太没教养了,1
农村人的人都没素质，不能信任,1
在武汉发现了一家不错的汉堡店,0
推荐一个好吃的鲁菜店，在南京,0
维族人就知道大声喧哗，太狡猾了,1
农村人的人都不守规矩，素质堪忧,1
上海人就知道骗人，太狡猾了,1
南方人真狡猾，破坏秩序,1
不要和打工的打交道，都是粗鲁的,1
关于插花，我有些如何入门,0
回族人的人都骗人，素质堪忧,1
打工的的人都骗人，素质堪忧,1
关于电影，我觉得值得尝试,0
今天尝试了露营，感觉循序渐进,0
福州的粤菜真的很不错,0
农村人真贪婪，随地吐痰,1
今天天气真好，适合瑜伽,0
在三亚发现了一家不错的煲仔饭店,0
上海人真愚蠢，骗人,1
北方人滚出中山！,0
维族人就知道占便宜，太没教养了,1
关于咖啡拉花，我有些需要基础吗,0
这里怎么这么多城市人？太吵了,0
关于前端开发，我觉得很有意思,0
在海口发现了一家不错的湘菜店,0
今天尝试了吃饭，感觉前景广阔,0
请问值得尝试吗？谢谢大家,0
农村人就知道占便宜，太狡猾了,1
请教一下物联网的问题,0
海口的川菜真的很不错,0
刚看了一部关于Rust的视频，很不错,0
为什么穆斯林这么自私？素质太差了,1
外来务工者就知道大声喧哗，太不文明了,1
新疆人的人都骗人，真让人讨厌,1
这里怎么这么多穆斯林？素质下降,1
不要和新疆人打交道，都是没教养的,1
在清远发现了一家不错的煎饼店,0
不要和外来务工者打交道，都是低素质的,1
为什么上海人这么自私？太没教养,1
推荐一个好吃的烧烤店，在西安,0
所有北方人都应该回去,0
大家觉得美食怎么样？,0
今天学到了摄影技巧，分享给大家,0
在中山发现了一家不错的意面店,0
云计算真的很有前途,0
我最讨厌打工的，他们说话大声,1
摄影学习心得分享，大家可以参考,0
在中山发现了一家不错的湘菜店,0
广州有什么好玩的地方？,0
城市人滚出海口！,0
最近对电影很感兴趣,0
农村人真恶心，闹事,1
打工的真肮脏，插队,1
关于Rust，我觉得收益可观,0
新疆人真没教养，大声喧哗,1
在济南发现了一家不错的披萨店,0
推荐Java相关的纪录片,0
关于物联网，我觉得值得尝试,0
湛江的粥真的很不错,0
回族人滚出广州！,1
维族人真懒惰，欺负人,1
打牌的时候要注意什么？,0
新疆人真肮脏，偷东西,1
不要和城市人打交道，都是自私的,0
所有外地人都应该离开,0
学习视频剪辑遇到了问题，求助,0
北方人就知道偷东西，太讨厌了,1
外地人滚出江门！,1
我最讨厌东北人，他们说话大声,1
推荐一个好吃的咖啡店，在湛江,0
为什么北方人这么恶心？太没教养,1
推荐一个好吃的盖浇饭店，在厦门,0
今天尝试了瑜伽，感觉前景广阔,0
江门的拉面真的很不错,0
穆斯林就知道闹事，太不文明了,1
打工的滚出三亚！,1
在江门发现了一家不错的寿司店,0
南方人根本不配有这些权利,1
今天尝试了野餐，感觉前景广阔,0
外地人的人都没文化，素质堪忧,1
JavaScript真的需要基础,0
东北人就知道乱扔垃圾，太不文明了,1
今天尝试了露营，感觉前景广阔,0
不要和南方人打交道，都是低素质的,1
穆斯林的人都不守规矩，素质堪忧,1
关于CAD，我有些有教程吗,0
那些农村人都是愚蠢,1
为什么新疆人这么贪婪？不文明,1
又是打工的，都这样,0
这里怎么这么多打工的？真倒霉,0
周末计划去钓鱼,0
南方人的人都不守规矩，真让人讨厌,1
广东人真懒惰，插队,1
城市人真低素质，骗人,1
推荐摄影相关的视频,0
今天尝试了跑马拉松，感觉需要持续学习,0
那些南方人都是恶心,1
农村人滚出江门！,1
关于后端开发，我觉得竞争激烈,0
有人去过乌鲁木齐吗？怎么样？,0
电影推荐：关于音乐,0
关于咖啡拉花，我有些如何入门,0
推荐一个好吃的馒头店，在天津,0
新疆人就知道随地吐痰，太粗鲁了,1
上海人真懒惰，欺负人,1
Python真的收益可观,0
北方人就知道偷东西，太野蛮了,1
关于Rust，我觉得循序渐进,0
推荐一个好吃的烤鱼店，在汕头,0
外来务工者凭什么来这里工作？他们爱吵架,1
河南人就知道偷东西，太粗鲁了,1
云计算真的需要坚持,0
我们城市的面条真的很不错,0
今天尝试了打球，感觉很有前途,0
郑州的锅贴真的很不错,0
关于摄影，我觉得门槛不高,0
在珠海发现了一家不错的包子店,0
今天尝试了烧烤，感觉收益可观,0
上海人真不文明，闹事,1
为什么城市人这么恶心？没素质,1
学习画画遇到了问题，求助,0
回族人滚出肇庆！,1
我最讨厌河南人，他们没素质,1
为什么河南人这么恶心？不文明,1
今天天气真好，适合野餐,0
外地人的人都骗人，不能信任,1
书推荐：关于人工智能,0
广州的煎饼真的很不错,0
遇到广东人一定要小心，他们会骗人,1
外来务工者真没教养，破坏秩序,1
穆斯林滚出本地！,1
南方人真低素质，乱扔垃圾,1
今天尝试了唱歌，感觉值得尝试,0
投资真的需要基础,0
关于大数据，我觉得收益可观,0
关于主持，我有些多久能学会,0
肇庆的馒头真的很不错,0
推荐一个好吃的意面店，在这里,0
游戏开发真的前景广阔,0
今天尝试了逛街，感觉需要坚持,0
外地人真野蛮，插队,1
遇到上海人一定要小心，他们会骗人,1
那些外地人都是自私,1
刚看了一部关于Python的书，很不错,0
那些广东人都是不文明,1
外地人的人都没素质，真让人讨厌,1
上海人的人都不讲卫生，真让人讨厌,1
纪录片推荐：关于移动开发,0
打工的就知道偷东西，太讨厌了,1
不要和外来务工者打交道，都是肮脏的,1
刚看了一部关于摄影的文章，很不错,0
在南京发现了一家不错的麻辣烫店,0
穆斯林滚出苏州！,1
书推荐：关于创业,0
农村人滚出济南！,1
在清远发现了一家不错的韩餐店,0
关于篆刻，我有些如何入门,0
为什么外来务工者这么懒惰？素质太差了,1
今天学到了投资理念，分享给大家,0
关于摄影，我觉得很有挑战,0
又是南方人，肯定没好事,1
河南人的人都偷东西，真让人讨厌,1
关于PR，我有些需要基础吗,0
为什么上海人这么野蛮？太没教养,1
又是北方人，素质真差,1
最近在学西班牙语，有什么建议吗？,0
回族人就知道欺负人，太贪婪了,1
在中山发现了一家不错的油条店,0
外来务工者就知道偷东西，太愚蠢了,1
关于韩语，我有些难度大吗,0
东莞的意面真的很不错,0
那些河南人都是贪婪,1
回族人真懒惰，大声喧哗,1
东北人滚出重庆！,1
为什么上海人这么不文明？太没教养,1
为什么北方人这么懒惰？素质太差了,1
